employee_id,email,gender,marital_status,number_of_dependents,education_level,health_plan,contract_type,probation_completed
EMP_00679,emp_00679@company.com,Female,Widowed,1,High School,Basic,Temporary,True
EMP_00680,emp_00680@company.com,Female,Married,1,Bachelors,Premium,Permanent,True
EMP_00681,emp_00681@company.com,Male,Single,0,Bachelors,Standard,Permanent,True
EMP_00682,emp_00682@company.com,Female,Single,2,Bachelors,Basic,Permanent,True
EMP_00683,emp_00683@company.com,Male,Divorced,2,Bachelors,Basic,Temporary,True
EMP_00684,emp_00684@company.com,Male,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00685,emp_00685@company.com,Female,Single,3,High School,Standard,Permanent,True
EMP_00686,emp_00686@company.com,Male,Widowed,0,Bachelors,Premium,Permanent,True
EMP_00687,emp_00687@company.com,Male,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00688,emp_00688@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00689,emp_00689@company.com,Female,Widowed,2,Bachelors,Standard,Permanent,True
EMP_00690,emp_00690@company.com,Male,Widowed,1,Bachelors,Premium,Temporary,True
EMP_00691,emp_00691@company.com,Female,Divorced,1,Bachelors,Premium,Permanent,True
EMP_00692,emp_00692@company.com,Female,Divorced,1,Bachelors,Premium,Contractor,True
EMP_00693,emp_00693@company.com,Female,Single,2,Bachelors,Premium,Permanent,True
EMP_00694,emp_00694@company.com,Female,Single,0,High School,Standard,Permanent,True
EMP_00695,emp_00695@company.com,Male,Widowed,3,Bachelors,Standard,Contractor,True
EMP_00696,emp_00696@company.com,Male,Widowed,2,High School,Basic,Contractor,True
EMP_00697,emp_00697@company.com,Male,Married,0,Bachelors,Standard,Permanent,True
EMP_00698,emp_00698@company.com,Male,Widowed,1,PhD,Standard,Permanent,True
EMP_00699,emp_00699@company.com,Female,Single,0,Bachelors,Basic,Permanent,True
EMP_00700,emp_00700@company.com,Male,Widowed,0,High School,Premium,Contractor,True
EMP_00701,emp_00701@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00702,emp_00702@company.com,Female,Divorced,2,Bachelors,Standard,Permanent,True
EMP_00703,emp_00703@company.com,Female,Married,0,Bachelors,Standard,Permanent,True
EMP_00704,emp_00704@company.com,Male,Widowed,0,High School,Basic,Permanent,True
EMP_00705,emp_00705@company.com,Male,Divorced,0,Bachelors,Basic,Temporary,True
EMP_00706,emp_00706@company.com,Female,Married,0,High School,Basic,Contractor,True
EMP_00707,emp_00707@company.com,Female,Divorced,0,Masters,Premium,Permanent,True
EMP_00708,emp_00708@company.com,Male,Widowed,0,High School,Premium,Permanent,True
EMP_00709,emp_00709@company.com,Female,Single,1,High School,Basic,Permanent,True
EMP_00710,emp_00710@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00711,emp_00711@company.com,Male,Single,1,PhD,Basic,Permanent,True
EMP_00712,emp_00712@company.com,Male,Married,0,High School,Basic,Permanent,True
EMP_00713,emp_00713@company.com,Female,Single,2,Masters,Premium,Permanent,True
EMP_00714,emp_00714@company.com,Female,Single,0,PhD,Basic,Permanent,True
EMP_00715,emp_00715@company.com,Male,Married,3,Masters,Basic,Permanent,True
EMP_00716,emp_00716@company.com,Female,Married,1,High School,Basic,Permanent,True
EMP_00717,emp_00717@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00718,emp_00718@company.com,Female,Divorced,0,Bachelors,Premium,Contractor,True
EMP_00719,emp_00719@company.com,Male,Single,1,Bachelors,Standard,Temporary,True
EMP_00720,emp_00720@company.com,Female,Divorced,0,PhD,Standard,Permanent,True
EMP_00721,emp_00721@company.com,Male,Single,2,Bachelors,Standard,Permanent,True
EMP_00722,emp_00722@company.com,Male,Married,1,High School,Premium,Permanent,True
EMP_00723,emp_00723@company.com,Male,Divorced,1,Masters,Standard,Permanent,True
EMP_00724,emp_00724@company.com,Male,Divorced,1,High School,Basic,Permanent,True
EMP_00725,emp_00725@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00726,emp_00726@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00727,emp_00727@company.com,Male,Widowed,1,High School,Standard,Permanent,True
EMP_00728,emp_00728@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_00729,emp_00729@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_00730,emp_00730@company.com,Female,Widowed,0,High School,Basic,Permanent,True
EMP_00731,emp_00731@company.com,Female,Divorced,3,Bachelors,Basic,Permanent,True
EMP_00732,emp_00732@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00733,emp_00733@company.com,Male,Divorced,0,Bachelors,Premium,Permanent,True
EMP_00734,emp_00734@company.com,Female,Widowed,1,Masters,Basic,Permanent,True
EMP_00735,emp_00735@company.com,Female,Single,1,Bachelors,Standard,Permanent,True
EMP_00736,emp_00736@company.com,Other,Divorced,1,Bachelors,Premium,Permanent,True
EMP_00737,emp_00737@company.com,Male,Married,0,Masters,Standard,Contractor,True
EMP_00738,emp_00738@company.com,Male,Divorced,0,Masters,Basic,Permanent,True
EMP_00739,emp_00739@company.com,Male,Single,0,Bachelors,Standard,Permanent,True
EMP_00740,emp_00740@company.com,Female,Divorced,1,High School,Standard,Permanent,True
EMP_00741,emp_00741@company.com,Male,Divorced,0,Bachelors,Standard,Permanent,True
EMP_00742,emp_00742@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00743,emp_00743@company.com,Female,Married,0,Masters,Basic,Permanent,True
EMP_00744,emp_00744@company.com,Male,Married,1,High School,Basic,Permanent,True
EMP_00745,emp_00745@company.com,Male,Married,2,Bachelors,Basic,Permanent,True
EMP_00746,emp_00746@company.com,Female,Divorced,0,Bachelors,Basic,Temporary,True
EMP_00747,emp_00747@company.com,Female,Divorced,1,Masters,Standard,Temporary,True
EMP_00748,emp_00748@company.com,Other,Single,1,Masters,Basic,Permanent,True
EMP_00749,emp_00749@company.com,Male,Married,3,PhD,Basic,Permanent,True
EMP_00750,emp_00750@company.com,Male,Single,2,High School,Premium,Temporary,True
EMP_00751,emp_00751@company.com,Male,Widowed,0,Masters,Basic,Permanent,True
EMP_00752,emp_00752@company.com,Female,Married,2,Bachelors,Basic,Permanent,True
EMP_00753,emp_00753@company.com,Female,Divorced,2,Bachelors,Premium,Permanent,True
EMP_00754,emp_00754@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00755,emp_00755@company.com,Male,Divorced,0,Bachelors,Standard,Permanent,True
EMP_00756,emp_00756@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00757,emp_00757@company.com,Male,Single,0,Masters,Premium,Permanent,True
EMP_00758,emp_00758@company.com,Male,Divorced,2,High School,Standard,Permanent,True
EMP_00759,emp_00759@company.com,Female,Single,0,Masters,Basic,Contractor,True
EMP_00760,emp_00760@company.com,Male,Widowed,0,Masters,Basic,Permanent,True
EMP_00761,emp_00761@company.com,Female,Married,1,Bachelors,Basic,Contractor,True
EMP_00762,emp_00762@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_00763,emp_00763@company.com,Female,Divorced,2,Bachelors,Basic,Permanent,True
EMP_00764,emp_00764@company.com,Female,Widowed,0,High School,Standard,Temporary,True
EMP_00765,emp_00765@company.com,Male,Single,1,High School,Basic,Permanent,True
EMP_00766,emp_00766@company.com,Male,Divorced,1,High School,Premium,Permanent,True
EMP_00767,emp_00767@company.com,Male,Divorced,0,Bachelors,Standard,Contractor,True
EMP_00768,emp_00768@company.com,Male,Widowed,0,High School,Standard,Permanent,True
EMP_00769,emp_00769@company.com,Female,Married,2,Masters,Basic,Permanent,True
EMP_00770,emp_00770@company.com,Male,Married,2,Bachelors,Basic,Permanent,True
EMP_00771,emp_00771@company.com,Female,Widowed,1,Masters,Basic,Permanent,True
EMP_00772,emp_00772@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00773,emp_00773@company.com,Female,Widowed,1,High School,Standard,Permanent,True
EMP_00774,emp_00774@company.com,Other,Divorced,1,Masters,Basic,Permanent,True
EMP_00775,emp_00775@company.com,Female,Widowed,0,Bachelors,Standard,Permanent,True
EMP_00776,emp_00776@company.com,Female,Married,2,Bachelors,Basic,Permanent,True
EMP_00777,emp_00777@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_00778,emp_00778@company.com,Male,Divorced,1,Bachelors,Basic,Contractor,True
EMP_00779,emp_00779@company.com,Male,Divorced,2,Bachelors,Basic,Permanent,True
EMP_00780,emp_00780@company.com,Female,Divorced,1,High School,Premium,Permanent,True
EMP_00781,emp_00781@company.com,Male,Married,3,PhD,Premium,Contractor,True
EMP_00782,emp_00782@company.com,Female,Single,1,Masters,Standard,Permanent,True
EMP_00783,emp_00783@company.com,Male,Widowed,1,Masters,Basic,Permanent,True
EMP_00784,emp_00784@company.com,Other,Widowed,1,High School,Standard,Temporary,True
EMP_00785,emp_00785@company.com,Female,Single,3,Bachelors,Basic,Permanent,True
EMP_00786,emp_00786@company.com,Female,Single,0,High School,Basic,Permanent,True
EMP_00787,emp_00787@company.com,Female,Single,1,Bachelors,Basic,Contractor,True
EMP_00788,emp_00788@company.com,Female,Married,1,High School,Standard,Permanent,True
EMP_00789,emp_00789@company.com,Male,Divorced,1,High School,Standard,Permanent,True
EMP_00790,emp_00790@company.com,Female,Single,2,High School,Basic,Permanent,True
EMP_00791,emp_00791@company.com,Male,Widowed,0,Bachelors,Premium,Permanent,True
EMP_00792,emp_00792@company.com,Male,Divorced,1,Bachelors,Standard,Temporary,True
EMP_00793,emp_00793@company.com,Female,Widowed,0,High School,Basic,Permanent,True
EMP_00794,emp_00794@company.com,Other,Single,0,PhD,Basic,Permanent,True
EMP_00795,emp_00795@company.com,Female,Divorced,0,Bachelors,Basic,Temporary,True
EMP_00796,emp_00796@company.com,Female,Single,0,High School,Standard,Permanent,True
EMP_00797,emp_00797@company.com,Male,Married,2,High School,Basic,Permanent,True
EMP_00798,emp_00798@company.com,Male,Married,1,Bachelors,Premium,Permanent,True
EMP_00799,emp_00799@company.com,Male,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00800,emp_00800@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00801,emp_00801@company.com,Male,Widowed,0,Masters,Standard,Temporary,True
EMP_00802,emp_00802@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_00803,emp_00803@company.com,Male,Married,2,Masters,Basic,Permanent,True
EMP_00804,emp_00804@company.com,Male,Single,2,Masters,Standard,Permanent,True
EMP_00805,emp_00805@company.com,Male,Single,2,Masters,Basic,Permanent,True
EMP_00806,emp_00806@company.com,Male,Widowed,2,High School,Standard,Permanent,True
EMP_00807,emp_00807@company.com,Male,Married,1,High School,Standard,Permanent,True
EMP_00808,emp_00808@company.com,Female,Single,1,High School,Standard,Permanent,True
EMP_00809,emp_00809@company.com,Male,Widowed,1,Bachelors,Standard,Temporary,True
EMP_00810,emp_00810@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_00811,emp_00811@company.com,Female,Married,1,Bachelors,Basic,Permanent,True
EMP_00812,emp_00812@company.com,Female,Single,1,High School,Basic,Contractor,True
EMP_00813,emp_00813@company.com,Male,Divorced,1,Bachelors,Standard,Temporary,True
EMP_00814,emp_00814@company.com,Male,Married,1,Masters,Basic,Temporary,True
EMP_00815,emp_00815@company.com,Male,Married,2,Bachelors,Standard,Temporary,True
EMP_00816,emp_00816@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00817,emp_00817@company.com,Female,Widowed,3,High School,Basic,Permanent,True
EMP_00818,emp_00818@company.com,Female,Divorced,1,Bachelors,Basic,Permanent,True
EMP_00819,emp_00819@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00820,emp_00820@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_00821,emp_00821@company.com,Male,Married,1,PhD,Standard,Permanent,True
EMP_00822,emp_00822@company.com,Female,Married,0,Masters,Basic,Permanent,True
EMP_00823,emp_00823@company.com,Male,Single,3,PhD,Standard,Permanent,True
EMP_00824,emp_00824@company.com,Male,Single,1,High School,Premium,Permanent,True
EMP_00825,emp_00825@company.com,Female,Single,0,High School,Basic,Permanent,True
EMP_00826,emp_00826@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00827,emp_00827@company.com,Female,Married,1,Masters,Basic,Temporary,True
EMP_00828,emp_00828@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_00829,emp_00829@company.com,Female,Divorced,1,High School,Basic,Permanent,True
EMP_00830,emp_00830@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_00831,emp_00831@company.com,Other,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00832,emp_00832@company.com,Male,Divorced,0,Bachelors,Premium,Contractor,True
EMP_00833,emp_00833@company.com,Male,Widowed,3,Masters,Standard,Permanent,True
EMP_00834,emp_00834@company.com,Female,Married,1,Masters,Standard,Permanent,True
EMP_00835,emp_00835@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_00836,emp_00836@company.com,Female,Divorced,3,High School,Basic,Contractor,True
EMP_00837,emp_00837@company.com,Male,Married,0,Masters,Standard,Temporary,True
EMP_00838,emp_00838@company.com,Male,Divorced,1,High School,Basic,Permanent,True
EMP_00839,emp_00839@company.com,Male,Widowed,3,Masters,Premium,Permanent,True
EMP_00840,emp_00840@company.com,Male,Divorced,0,High School,Premium,Permanent,True
EMP_00841,emp_00841@company.com,Female,Single,2,Bachelors,Basic,Permanent,True
EMP_00842,emp_00842@company.com,Female,Single,0,High School,Basic,Permanent,True
EMP_00843,emp_00843@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_00844,emp_00844@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_00845,emp_00845@company.com,Male,Widowed,2,Masters,Basic,Permanent,True
EMP_00846,emp_00846@company.com,Female,Married,3,High School,Premium,Permanent,True
EMP_00847,emp_00847@company.com,Male,Widowed,3,Masters,Standard,Permanent,True
EMP_00848,emp_00848@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_00849,emp_00849@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00850,emp_00850@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_00851,emp_00851@company.com,Female,Divorced,1,Bachelors,Premium,Contractor,True
EMP_00852,emp_00852@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_00853,emp_00853@company.com,Male,Divorced,0,Masters,Standard,Permanent,True
EMP_00854,emp_00854@company.com,Female,Divorced,0,Masters,Basic,Permanent,True
EMP_00855,emp_00855@company.com,Female,Married,4,High School,Basic,Contractor,True
EMP_00856,emp_00856@company.com,Male,Widowed,3,High School,Standard,Contractor,True
EMP_00857,emp_00857@company.com,Male,Single,2,Bachelors,Basic,Permanent,True
EMP_00858,emp_00858@company.com,Female,Divorced,0,Masters,Standard,Permanent,True
EMP_00859,emp_00859@company.com,Male,Married,2,Bachelors,Standard,Permanent,True
EMP_00860,emp_00860@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_00861,emp_00861@company.com,Male,Married,1,Masters,Basic,Permanent,True
EMP_00862,emp_00862@company.com,Other,Widowed,3,High School,Basic,Permanent,True
EMP_00863,emp_00863@company.com,Male,Widowed,0,Bachelors,Standard,Temporary,True
EMP_00864,emp_00864@company.com,Female,Divorced,0,High School,Standard,Permanent,True
EMP_00865,emp_00865@company.com,Female,Widowed,0,High School,Premium,Temporary,True
EMP_00866,emp_00866@company.com,Male,Married,2,High School,Basic,Permanent,True
EMP_00867,emp_00867@company.com,Male,Divorced,1,Masters,Standard,Permanent,True
EMP_00868,emp_00868@company.com,Female,Single,1,Bachelors,Standard,Permanent,True
EMP_00869,emp_00869@company.com,Male,Married,2,Masters,Basic,Permanent,True
EMP_00870,emp_00870@company.com,Male,Married,4,Bachelors,Standard,Permanent,True
EMP_00871,emp_00871@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_00872,emp_00872@company.com,Female,Single,1,Bachelors,Premium,Permanent,True
EMP_00873,emp_00873@company.com,Female,Married,2,Bachelors,Standard,Permanent,True
EMP_00874,emp_00874@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00875,emp_00875@company.com,Male,Divorced,2,Masters,Premium,Permanent,True
EMP_00876,emp_00876@company.com,Female,Widowed,1,PhD,Basic,Permanent,True
EMP_00877,emp_00877@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_00878,emp_00878@company.com,Female,Divorced,0,High School,Standard,Permanent,True
EMP_00879,emp_00879@company.com,Male,Divorced,3,Bachelors,Basic,Permanent,True
EMP_00880,emp_00880@company.com,Female,Widowed,1,Masters,Standard,Permanent,True
EMP_00881,emp_00881@company.com,Female,Single,1,High School,Basic,Permanent,True
EMP_00882,emp_00882@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_00883,emp_00883@company.com,Female,Single,2,Bachelors,Premium,Permanent,True
EMP_00884,emp_00884@company.com,Male,Single,1,High School,Basic,Permanent,True
EMP_00885,emp_00885@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00886,emp_00886@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00887,emp_00887@company.com,Male,Divorced,2,Masters,Standard,Permanent,True
EMP_00888,emp_00888@company.com,Female,Widowed,0,High School,Basic,Permanent,True
EMP_00889,emp_00889@company.com,Male,Widowed,3,High School,Premium,Permanent,True
EMP_00890,emp_00890@company.com,Female,Divorced,3,Bachelors,Basic,Permanent,True
EMP_00891,emp_00891@company.com,Female,Divorced,2,Bachelors,Basic,Contractor,True
EMP_00892,emp_00892@company.com,Female,Widowed,0,Masters,Basic,Permanent,True
EMP_00893,emp_00893@company.com,Male,Married,1,Bachelors,Premium,Permanent,True
EMP_00894,emp_00894@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00895,emp_00895@company.com,Female,Widowed,3,High School,Basic,Permanent,True
EMP_00896,emp_00896@company.com,Female,Married,1,Bachelors,Basic,Permanent,True
EMP_00897,emp_00897@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00898,emp_00898@company.com,Female,Widowed,2,High School,Standard,Temporary,True
EMP_00899,emp_00899@company.com,Female,Widowed,0,Bachelors,Basic,Temporary,True
EMP_00900,emp_00900@company.com,Female,Married,1,Bachelors,Standard,Permanent,True
EMP_00901,emp_00901@company.com,Female,Single,2,Masters,Standard,Permanent,True
EMP_00902,emp_00902@company.com,Male,Widowed,2,Masters,Standard,Permanent,True
EMP_00903,emp_00903@company.com,Male,Married,0,High School,Basic,Permanent,True
EMP_00904,emp_00904@company.com,Male,Single,2,High School,Basic,Permanent,True
EMP_00905,emp_00905@company.com,Male,Widowed,1,Bachelors,Premium,Permanent,True
EMP_00906,emp_00906@company.com,Female,Divorced,1,Masters,Standard,Permanent,True
EMP_00907,emp_00907@company.com,Female,Widowed,0,Masters,Standard,Permanent,True
EMP_00908,emp_00908@company.com,Other,Married,0,Bachelors,Premium,Permanent,True
EMP_00909,emp_00909@company.com,Male,Married,0,High School,Standard,Permanent,True
EMP_00910,emp_00910@company.com,Female,Single,1,Masters,Basic,Contractor,True
EMP_00911,emp_00911@company.com,Male,Widowed,0,Masters,Premium,Permanent,True
EMP_00912,emp_00912@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_00913,emp_00913@company.com,Female,Widowed,1,Masters,Basic,Contractor,True
EMP_00914,emp_00914@company.com,Female,Widowed,1,High School,Premium,Permanent,True
EMP_00915,emp_00915@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_00916,emp_00916@company.com,Female,Divorced,0,High School,Standard,Permanent,True
EMP_00917,emp_00917@company.com,Male,Married,1,Masters,Standard,Permanent,True
EMP_00918,emp_00918@company.com,Female,Single,0,High School,Standard,Permanent,True
EMP_00919,emp_00919@company.com,Female,Divorced,0,High School,Basic,Temporary,True
EMP_00920,emp_00920@company.com,Male,Divorced,1,High School,Premium,Permanent,True
EMP_00921,emp_00921@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00922,emp_00922@company.com,Female,Divorced,0,High School,Standard,Permanent,True
EMP_00923,emp_00923@company.com,Male,Single,1,Masters,Premium,Temporary,True
EMP_00924,emp_00924@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00925,emp_00925@company.com,Female,Single,0,Masters,Basic,Permanent,True
EMP_00926,emp_00926@company.com,Male,Widowed,2,Bachelors,Standard,Temporary,True
EMP_00927,emp_00927@company.com,Male,Widowed,1,Masters,Premium,Permanent,True
EMP_00928,emp_00928@company.com,Male,Single,2,High School,Premium,Permanent,True
EMP_00929,emp_00929@company.com,Male,Married,0,Masters,Standard,Permanent,True
EMP_00930,emp_00930@company.com,Female,Divorced,1,Masters,Premium,Permanent,True
EMP_00931,emp_00931@company.com,Other,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00932,emp_00932@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_00933,emp_00933@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_00934,emp_00934@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_00935,emp_00935@company.com,Female,Widowed,2,Bachelors,Premium,Permanent,True
EMP_00936,emp_00936@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_00937,emp_00937@company.com,Male,Divorced,1,High School,Basic,Temporary,True
EMP_00938,emp_00938@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00939,emp_00939@company.com,Female,Widowed,0,Masters,Basic,Permanent,True
EMP_00940,emp_00940@company.com,Female,Divorced,1,High School,Basic,Permanent,True
EMP_00941,emp_00941@company.com,Male,Divorced,2,PhD,Standard,Permanent,True
EMP_00942,emp_00942@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_00943,emp_00943@company.com,Male,Widowed,1,High School,Basic,Permanent,True
EMP_00944,emp_00944@company.com,Male,Single,2,Bachelors,Standard,Permanent,True
EMP_00945,emp_00945@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00946,emp_00946@company.com,Male,Married,0,High School,Standard,Permanent,True
EMP_00947,emp_00947@company.com,Female,Married,1,Masters,Basic,Permanent,True
EMP_00948,emp_00948@company.com,Female,Single,1,High School,Premium,Permanent,True
EMP_00949,emp_00949@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00950,emp_00950@company.com,Male,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00951,emp_00951@company.com,Female,Single,0,Bachelors,Premium,Permanent,True
EMP_00952,emp_00952@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_00953,emp_00953@company.com,Female,Widowed,1,PhD,Basic,Permanent,True
EMP_00954,emp_00954@company.com,Male,Married,2,PhD,Standard,Permanent,True
EMP_00955,emp_00955@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_00956,emp_00956@company.com,Female,Divorced,1,Bachelors,Standard,Contractor,True
EMP_00957,emp_00957@company.com,Male,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00958,emp_00958@company.com,Male,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00959,emp_00959@company.com,Female,Single,0,Bachelors,Basic,Permanent,True
EMP_00960,emp_00960@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00961,emp_00961@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_00962,emp_00962@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00963,emp_00963@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_00964,emp_00964@company.com,Female,Married,1,High School,Standard,Permanent,True
EMP_00965,emp_00965@company.com,Other,Single,3,Bachelors,Premium,Permanent,True
EMP_00966,emp_00966@company.com,Female,Divorced,1,Masters,Basic,Permanent,True
EMP_00967,emp_00967@company.com,Female,Single,0,Bachelors,Premium,Permanent,True
EMP_00968,emp_00968@company.com,Female,Widowed,1,Masters,Standard,Permanent,True
EMP_00969,emp_00969@company.com,Male,Single,2,High School,Basic,Permanent,True
EMP_00970,emp_00970@company.com,Female,Widowed,0,High School,Standard,Permanent,True
EMP_00971,emp_00971@company.com,Female,Single,2,Masters,Basic,Permanent,True
EMP_00972,emp_00972@company.com,Male,Married,0,Masters,Standard,Permanent,True
EMP_00973,emp_00973@company.com,Male,Single,0,High School,Premium,Permanent,True
EMP_00974,emp_00974@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_00975,emp_00975@company.com,Female,Married,2,High School,Basic,Temporary,True
EMP_00976,emp_00976@company.com,Female,Married,2,Masters,Premium,Contractor,True
EMP_00977,emp_00977@company.com,Male,Divorced,1,PhD,Standard,Permanent,True
EMP_00978,emp_00978@company.com,Male,Divorced,3,Bachelors,Premium,Permanent,True
EMP_00979,emp_00979@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_00980,emp_00980@company.com,Male,Single,0,High School,Basic,Temporary,True
EMP_00981,emp_00981@company.com,Female,Single,0,Masters,Standard,Permanent,True
EMP_00982,emp_00982@company.com,Male,Married,2,Bachelors,Basic,Permanent,True
EMP_00983,emp_00983@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_00984,emp_00984@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_00985,emp_00985@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_00986,emp_00986@company.com,Female,Divorced,0,Masters,Basic,Contractor,True
EMP_00987,emp_00987@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00988,emp_00988@company.com,Male,Widowed,3,Bachelors,Premium,Permanent,True
EMP_00989,emp_00989@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_00990,emp_00990@company.com,Female,Divorced,1,High School,Standard,Contractor,True
EMP_00991,emp_00991@company.com,Male,Single,2,Bachelors,Standard,Permanent,True
EMP_00992,emp_00992@company.com,Female,Divorced,1,PhD,Basic,Permanent,True
EMP_00993,emp_00993@company.com,Female,Single,0,Bachelors,Premium,Contractor,True
EMP_00994,emp_00994@company.com,Female,Divorced,2,Bachelors,Premium,Permanent,True
EMP_00995,emp_00995@company.com,Female,Widowed,1,High School,Premium,Permanent,True
EMP_00996,emp_00996@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_00997,emp_00997@company.com,Male,Single,1,High School,Premium,Permanent,True
EMP_00998,emp_00998@company.com,Female,Married,2,Bachelors,Basic,Permanent,True
EMP_00999,emp_00999@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_01000,emp_01000@company.com,Female,Single,2,High School,Standard,Permanent,True
EMP_01001,emp_01001@company.com,Female,Married,2,Bachelors,Standard,Permanent,True
EMP_01002,emp_01002@company.com,Female,Divorced,2,Masters,Basic,Temporary,True
EMP_01003,emp_01003@company.com,Female,Single,0,Bachelors,Basic,Permanent,True
EMP_01004,emp_01004@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_01005,emp_01005@company.com,Male,Widowed,0,High School,Basic,Permanent,True
EMP_01006,emp_01006@company.com,Female,Single,0,Bachelors,Premium,Permanent,True
EMP_01007,emp_01007@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_01008,emp_01008@company.com,Other,Widowed,2,High School,Basic,Permanent,True
EMP_01009,emp_01009@company.com,Male,Divorced,0,Bachelors,Premium,Permanent,True
EMP_01010,emp_01010@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_01011,emp_01011@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_01012,emp_01012@company.com,Male,Divorced,0,Bachelors,Premium,Permanent,True
